song_no,title,artist,lyrics,score
34908740,우리들의 블루스,임영웅,"잊지는 말아요 함께 했던 날들
눈물이 날 때면
그대 뒤를 돌아보면 돼요
아프지 말아요 쓸쓸한 마음에
힘든 일이 참 많았죠 그대에겐
내가 곁에 있을게요
그댈 위해 노래할게요
잊지 말아요
그댈 위해 약속할게요
언젠가 우리 시간 지나면
알게 되겠죠
그땐 웃을 수 있죠 나 약속할게요
그땐 미소 짓겠죠
작은 행복까지 모두
외롭고 지칠 때 손잡아 줄게요
슬픔이 짙어질 때면 위로해 줄
그 한 사람이 될게요
그대 부디 울지 말아요
슬퍼 말아요
그대에게 빛이 될게요
언젠가 우리 시간 지나면
알게 되겠죠
그땐 웃을 수 있죠 나 약속할게요
폭풍 속에 혼자 남아 헤매도 오
길이 되어 지킬게요 그대
그댈 위해 노래할게요
잊지 말아요
그댈 위해 약속할게요
어두운 길을 밝게 비추는
그대의 빛이 될게요","[0.02932286586233941, 0.7013763072530318, 0.03813705654602492, 0.12064620952066817, 0.05948749229699461, 0.051030068520941094]"
38104031,내게 사랑이 뭐냐고 물어본다면,로이킴,"뜨겁게 사랑했던
계절을 지나
처음과는 조금은 달라진
우리 모습을
걱정 하진 말아요
아침에 떠오르는
햇살을 보며
사랑을 약속했던
우리의 마음은
영원한 거라
저물어 가는 노을도
그리고 찾아올 밤하늘도
우리 함께한 시간 만큼
아름다울 거예요
내게 사랑이 뭐냐고 물어본다면
처음의 설렘보다
이 익숙함을
소중해 할 수 있는 것
때론 맘 같지 않아도
포기하지 않고
서로를 바라보며
솔직해지고
이해할 수 있는 것
그게 사랑일 거야
내가 아는 사랑인 거야
바다가 지겨워지고
숲이 푸르르지 않다고
그 아름다움을 잊는다면
사랑이 아닐 거예요
내게 사랑이 뭐냐고 물어본다면
처음의 설렘보다
이 익숙함을
소중해 할 수 있는 것
때론 맘 같지 않아도
포기하지 않고
서로를 바라보며
솔직해지고
이해할 수 있는 것
내가 보고 느끼고
듣는 모든 것엔
그대가 물들어 있어서
없이는 나 살 수 없어서
너가 노래가 된다면
나만 알고 싶고
그 어떤 가사보다
아껴 부르며
간직하고 싶은 것
그게 사랑일 거야
내가 하는 사랑인 거야
그래 그게 바로 사랑일 거야","[0.09566306641320432, 0.3300514175809511, 0.0784962850997207, 0.15232728049039476, 0.05220833194803971, 0.29125361846768943]"
37248285,From,PLAVE,"How are you doing?
괜찮은 건지
사소한 감정들에 지쳐 보여
Somebody help me
그 시간들이 지나서
네게 비춰진 지금의 나
두려웠던 나의 계절
It was me, I didn't recognize myself
잠들지 못한 그날
잠들 수 없던 그 밤
무너질 수 없었던 일어서야만 했던
Fogginess, Broken heart
But I've dreamed all day always
Love you
From your best friend
여기
Rain is falling
여전히 난 이곳에 서 있어
Somebody help me
그토록 바랬던 그 사람은 나, 너란 걸
찬란했던 나의 계절
It was me, I didn't recognize myself
잠들지 못한 그날
잠들 수 없던 그 밤
무너질 수 없었던 일어서야만 했던
Fogginess, Broken heart
But I've dreamed all day always
Love you
From your best friend
잠들지 못한 그날
잠들 수 없던 그 밤
무너질 수 없었던 일어서야만 했던
Fogginess, Broken heart
But I've dreamed all day always
Love you
From your best friend","[0.0273601776078845, 0.1982806214896892, 0.12168706761324168, 0.026330579823174573, 0.024343852714691895, 0.6019977007513182]"
37491072,온기,임영웅,"아무도 모를 거야 
말한 적 없을 테니
아이처럼 울고 싶은 순간들
어른이란 말은 참 그댈 힘들게 하죠
더 외롭게 만들어
힘겨운 걸음으로 먼 길을 걸었는데
가고 싶은 곳은 어디였는지
어둡고 깊은 곳에 웅크려 앉은 그댈
난 떠나지 않겠어요
아무리 먼 길을 떠났어도
아무리 긴 시간이 흘러도
이 길 끝에 떠오르는 태양을 만날 때까지
난 곁에 있겠어요
힘겨운 걸음으로 먼 길을 걸었는데
가고 싶은 곳은 어디였는지
세상이 지독하게 그댈 혼자 둘 때엔
단 하나만 기억해요
아무리 먼 길을 떠났어도
아무리 긴 시간이 흘러도
이 길 끝에 떠오르는 태양을 만날 때까지
난 곁에 있어요
(I will be with you) 혼자인 것 같아
(I can be your only one) 그 어둠 속에 단 한 번의 용기, 단 한 사람의 온기
(Wanna be Warm) 그 작은 시작이 돼 줄 수 있어(in your life)                    
또다시 먼 길을 떠나도
한 번 더 긴 시간이 가도
이 길 끝에 떠오르는 태양을 만날 때까지
난 곁에 있겠어요
나 곁에 있어요","[0.047738447548909616, 0.5061224059406677, 0.03416873650935224, 0.16097551061379314, 0.04131188582513149, 0.20968301356214583]"
36502910,모래 알갱이,임영웅,"나는 작은 바람에도 흩어질 
나는 가벼운 모래 알갱이 
그대 이 모래에 작은 발걸음을 내어요 
깊게 패이지 않을 만큼 가볍게 
나는 작은 바람에도 흩어질 
나는 가벼운 모래 알갱이 
그대 이 모래에 작은 발자국을 내어요 
깊게 패이지 않을 만큼 가볍게 
그대 바람이 불거든 
그 바람에 실려 홀연히 따라 걸어가요 
그대 파도가 치거든 
저 파도에 홀연히 흘러가리 
그래요 그대여 내 맘에 
언제라도 그런 발자국을 내어줘요 
그렇게 편한 숨을 쉬듯이 
언제든 내 곁에 쉬어가요 
그대 바람이 불거든 
그 바람에 실려 홀연히 따라 걸어가요 
그대 파도가 치거든 
저 파도에 홀연히 흘러가리 
그래요 그대여 내 맘에 
언제라도 그런 발자국을 내어줘요 
그렇게 편한 숨을 쉬듯이 
언제든 내 곁에 쉬어가요 
언제든 내 맘에 쉬어가요","[0.03301910697774766, 0.10920961195473534, 0.16453090257394806, 0.04217130475853461, 0.04934797789814563, 0.6017210958368887]"
35008524,다시 만날 수 있을까,임영웅,"너를 위해 해 줄 것이 하나 없어서
보낼 수밖에 없었고
네가 없이 사는 법을 알지 못해서
순간순간을 울었다
후회로 가득한 한숨 자락이
시린 바람처럼
가슴 치는 날 그 언젠가
우리 만날 수 있을까
다시 만날 수 있을까
그리 좋던 예전처럼 그때처럼
되돌아갈 수 있을까
다시 우리가 만나면
무엇을 해야만 할까
서로를 품에 안고서
하염없이 눈물만 흘려볼까
붙잡을 마음이야 없었겠냐마는
그때 난 부끄러웠다
떳떳하게 일어나 널 다시 찾아갈
뜨거운 꿈만 꾸었다
둘이 함께 했던 순간순간이
시린 폭포처럼
쏟아지는 날 그 언젠가
우리 만날 수 있을까
다시 만날 수 있을까
그리 좋던 예전처럼 그때처럼
되돌아갈 수 있을까
다시 우리가 만나면
무엇을 해야만 할까
서로를 품에 안고서
하염없이 눈물만 흘려볼까
그리운 마음이 서럽게 흘러넘쳐
너에게 닿을 때
우리 만날 수 있을까
다시 만날 수 있을까
그리 좋던 예전처럼 그때처럼
되돌아갈 수 있을까
다시 우리가 만나면
무엇을 해야만 할까
서로를 품에 안고서
하염없이 눈물만 흘려볼까","[0.06003833258119861, 0.7658379767566859, 0.02177732402245638, 0.06964896803351371, 0.08064347724141613, 0.0020539213647293043]"
37064763,꿈,태연 (TAEYEON),"화려한 도시를
그리며 찾아왔네
그곳은 춥고도 험한 곳
여기저기 헤매다
초라한 문턱에서
뜨거운 눈물을 먹는다
머나먼 길을 찾아 여기에
꿈을 찾아 여기에
괴롭고도 험한 이 길을 왔는데
이 세상 어디가 숲인지
어디가 늪인지
그 누구도 말을 않네
사람들은 저마다
고향을 찾아가네
나는 지금 홀로 남아서
빌딩 속을 헤매다
초라한 골목에서
뜨거운 눈물을 먹는다
저기 저 별은 나의 마음 알까
나의 꿈을 알까
괴로울 땐 슬픈 노래를 부른다
슬퍼질 땐 차라리 나 홀로
눈을 감고 싶어
고향의 향기 들으면서
저기 저 별은 나의 마음 알까
나의 꿈을 알까
괴로울 땐 슬픈 노래를 부른다
이 세상 어디가 숲인지
어디가 늪인지
그 누구도 말을 않네
슬퍼질 땐 차라리 나 홀로
눈을 감고 싶어
고향의 향기 들으면서
고향의 향기 들으면서","[0.055501679186393274, 0.6794977446874005, 0.03613972224368193, 0.1577636191472311, 0.03529174382435984, 0.03580549091093334]"
33855085,가까운 듯 먼 그대여,카더가든,"저 달빛에 그려지는
그대의 미소를 간직해
그을진 저 노을 속에
그대 얼굴이 떠올라
또 찬바람이 불어와
그대의 맘을 뒤흔들면
포근한 저 바람 되어
안아줄게 그댈
그대는 밤하늘에 놓인
작은 별 같아요 매일
밤마다 나를 찾아와
나의 맘을 흔들어 놓는
가까운 듯 먼 그대여
그댈 또 그려보네
밤하늘 별들이 되어
밤하늘에 놓인 별들
그대의 모습과 같아서
홀로 그댈 생각하며
오늘도 늦은 잠 이뤄요
그대는 밤하늘에 놓인
작은 별 같아요 매일
밤마다 나를 찾아와
나의 맘을 흔들어 놓는
가까운 듯 먼 그대여
그댈 또 그려보네
밤하늘 별들이 되어
매일 꿈속에서도 준비한 말들을
이젠 해야 할 것 같은데
말처럼 되질 않아 오늘도
그대는 밤하늘에 놓인
작은 별 같아요 매일
밤마다 나를 찾아와
나의 맘을 흔들어 놓네","[0.09059230076223397, 0.41586901623866357, 0.2121334238817691, 0.11319364712796556, 0.06607507736342741, 0.10213653462594038]"
30672529,그리워하다,비투비,"My life is incomplete
It’s Missing you
오늘도 하루를 보내 다를 게 없이
하나도 안 어색해 혼자 있는 게
너 없인 안될 것 같던 내가 이렇게 살아
근데 좀 허전해 난 여전히 거기 있나 봐
후련하게 다 털어내 다 다
지난 일에 마음 쓰는 게 
It’s alright
답이 잘 보이는가 싶다가도
어느새 날 가두는 감옥이 돼
시간은 앞으로만 가는 걸 어째
그 동안 난 아무것도 이룬 것이 없네
아직도 내 마음속엔 너 Oh oh
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
다 괜찮을 거라 되뇌어 봐도
내 하루에 끝엔 또 너로 남아
너 없인 안될 것 같던 내가 이렇게 살아
사실 좀 허전해 넌 여전히 여기 있나 봐
내 마음은 여전해 아직 너를 원해
몇 년이 지나도 난 아직 널 그리워해
난 아직 기억해 우리 처음 봤을 때
네 옷차림과 머리 스타일도 
다 정확하게
I pray for you every night and day
I hope that someday soon 
I can see you once again
아직도 내 마음속엔 너 Oh oh
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
잠에서 깨어 헝클어진 머리처럼 
내 일상도
꽤나 엉망이 돼버렸어 책임져
아무렇지 않은 척 
드리워진 표정도 내 모든 곳에
스며든 네 흔적도 다 책임져 아직도 난
잊을 수 없나 봐 다시 돌아와 줘
또다시 같은 엔딩이라 해도 너
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
너를 잊으려 하다 하루가 지나가도
너를 지우려 하다 일 년이 가버려도
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
그리워하다 그리워하다","[0.14581152429647792, 0.5587086898522486, 0.053349116845721495, 0.1110491835826063, 0.07601051851359486, 0.05507096690935076]"
35008534,인생찬가,임영웅,"꿈처럼 지나간 시간
나는 무얼 찾고 싶었나
지도도 없이 걸어온 삶을
후회하진 않으리
떠난 어제는 떠날 오늘로
남겨지기도 하지
나의 친구여 나의 형제여
내 이름 불러주오
미안하다 나의 인생아
앞만 보며 살아왔구나
찬란한 순간이여 영원하라
내일은 처음 가는 길
언제나처럼 또 두려워
버들강아지 활짝 웃는 날
후회하지 않으리
비가 내리면 노래하리
눈이 내려도 좋아
나의 친구여 나의 형제여
내 이름 불러 주오
미안하다 나의 인생아
앞만 보며 살아왔구나
찬란한 순간이여 영원하라
영원한 순간이여 찬란하라","[0.06297016119277878, 0.6184948632078495, 0.057759648267458476, 0.11954575090439165, 0.11567085876952062, 0.02555871765800094]"
38005911,면도,조장혁,"면도를 하다 칼날에
턱 끝을 베고 마네요
문득 거울에 그대 얼굴 
스친 것 같아 
상처 따위는
잊은 채 멍하니 굳어지네요
까칠한 수염 깎아 주던
그대 기억에
신발을 서둘러 신다가
멈칫하게 되네요
무슨 발이 이리 크냐며
내 신발을 신고 어색하게 걷던
그대 떠올라서
아직도 보낼 게 더 남았나 봐요
이별이 끝인 줄 알았는데
내 곁에서 그대 하나 보내기도
정말 아팠는데
아직도 잊을 게 더 많은가 봐요
모두 털어버린 것처럼
기억 못 한다고 나 소리쳐 보지만
그댈 떠나는 게 잘 안돼요
무심코 담밸 물다가
눈시울이 또 시큰해
담밴 나빠요 입 맞추던
그대 생각에 
내뿜는 연기
때문에 눈물이 나는 것처럼
괜시리 고갤 숙여 보는
내가 쓸쓸해
한참 지난 이별인데도
그대 향기 남아서
미련 속에 미련 남긴 채
하루에 수십 번 하루에 수백 번
바보가 되는데
아직도 보낼 게 더 남았나 봐요
이별이 끝인 줄 알았는데
내 곁에서 그대 하나 보내기도
정말 아팠는데
아직도 잊을 게 더 많은가 봐요
모두 털어 버린 것처럼
기억 못 한다고 나 소리쳐 보지만
그댈 떠나는 게 너무 힘이 들어
얼마나 많은 날이 가야 하나요
언제쯤 난 괜찮아질까요
그대 묻은 하루하루 보내는 게
이젠 고통이죠
얼마나 더 버려야 내 맘속에서
그대 향기 지워질까요
잊으려 할수록 못 잊는 내 마음만
더 잘 보이는 날 아는데
잊으려 할 때마다 그댈 잊겠다는
다짐부터 먼저 잊는데","[0.13624290338070827, 0.5685385779913671, 0.08651608466010545, 0.13567236026813648, 0.07057451132184735, 0.0024555623778353447]"
36595401,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"마음을 다 보여줬던 너와는 다르게
지난 사랑에 겁을 잔뜩 먹은
나는 뒷걸음질만 쳤다
너는 다가오려 했지만
분명 언젠가 떠나갈 것이라 생각해
도망치기만 했다
같이 구름 걸터앉은 나무 바라보며
잔디밭에 누워
한 쪽 귀로만 듣던 달콤한 노래들이
쓰디쓴 아픔이 되어
다시 돌아올 것만 같아
분명 언젠가 다시 스칠 날 있겠지만
모른 척 지나가겠지
최선을 다한 넌 받아들이겠지만
서툴렀던 난
아직도 기적을 꿈꾼다
눈 마주치며 그땐 미안했었다고
용서해달라고 얘기하는 날
그때까지 잘 지내자 우리 우리
지금 생각해보면 그까짓 두려움
내가 바보 같았지 하며
솔직해질 자신 있으니
돌아오기만 하면 좋겠다
분명 언젠가 다시 스칠 날 있겠지만
모른 척 지나가겠지
최선을 다한 넌 받아들이겠지만
서툴렀던 난
아직도 기적을 꿈꾼다
눈 마주치며 그땐 미안했었다고
용서해달라고 얘기하는 날
그때까지 잘 지내자 우리 우리
눈 마주치며 그땐 미안했다고
용서해달라고 이야기 하는 날
그때까지
잘 지내자
우리","[0.15116324793353034, 0.3470831489165446, 0.1929107405611475, 0.14966100977838429, 0.15438727713332, 0.004794575677073211]"
31314144,가을 타나 봐,바이브,"계절은 돌고 돌아 돌아오는데
사랑은 돌고 돌아 떠나버리고
추억을 돌고 돌아 멈춰 서있는
다시 그 계절이 왔나 봐
나 가을 타나 봐
니가 그리워진 이 밤
나 혼자 널 기다리나 봐
나 가을 타나 봐
니가 불어오는 이 밤
나 혼자서 가을 타나 봐
Baby I'm lonely lonely
lonely lonely
추억은 Falling falling
falling falling
아무리 멀리 멀리 떠나 보내도
돌아오는 난 가을 타나 봐
내 곁을 스쳐가는 많은 사람들
뭘 해도 채워지지 않는 시간들
아무리 잊어봐도 짙어져 가는
외로운 계절이 왔나 봐
나 가을 타나 봐
니가 그리워진 이 밤
나 혼자 널 기다리나 봐
나 가을 타나 봐
니가 불어오는 이 밤
나 혼자서 가을 타나 봐
Baby I'm lonely lonely
lonely lonely
추억은 Falling falling
falling falling
아무리 멀리 멀리 떠나 보내도
돌아오는 난 가을 타나 봐
You're always breathing
in my mind
가슴 한구석이 시려와
Baby I'm missing you every night
니가 그리워
나 외로웠나 봐
니가 없는 이 거리에
나 혼자 널 서성이나 봐
참 보고 싶나 봐 너를 보내놓고
아직 나 혼자 널 사랑하나 봐
아직인가 봐 사랑하나 봐
니가 날 떠나가던 시린
이 계절이 돌아오면 가을 타나 봐
그리운가 봐 가을 타나 봐","[0.05305256712096692, 0.4726139514304161, 0.05118564424743059, 0.09880949089025036, 0.07646012231500268, 0.2478782239959333]"
